54.332291,10.166616,16.22352,270.429993
54.332291,10.166545,16.22352,269.850006
54.332291,10.166475,16.22352,269.959991
54.332291,10.166403,16.242041,269.670013
54.332291,10.166331,16.26056,269.200012
54.332289,10.16626,16.27908,269.76001
54.332289,10.166188,16.2976,269.309998
54.332289,10.166118,16.316121,269.230011
54.332287,10.166048,16.316121,269.709991
54.332287,10.165978,16.316121,269.140015
54.332287,10.16591,16.2976,269.329987
54.332286,10.16584,16.27908,269.76001
54.332286,10.165771,16.26056,269.470001
54.332284,10.165701,16.242041,269.690002
54.332284,10.165633,16.242041,270.279999
54.332284,10.165563,16.242041,270.380005
54.332284,10.165493,16.242041,270.299988
54.332286,10.165425,16.242041,270.679993
54.332286,10.165355,16.26056,271.01001
54.332286,10.165285,16.26056,270.720001
54.332287,10.165215,16.27908,271.040009
54.332287,10.165145,16.27908,271.399994
54.332287,10.165075,16.27908,270.920013
54.332289,10.165005,16.27908,270.959991
54.332072,10.166656,16.075361,276.179993
54.332077,10.16659,16.093879,275.869995
54.332077,10.16652,16.13092,275.790009
54.332081,10.166451,16.14944,275.429993
54.332084,10.166383,16.18648,275.049988
54.332087,10.166313,16.205,275.019989
54.332091,10.166245,16.242041,274.75
54.332094,10.166176,16.27908,274.01001
54.332097,10.166106,16.2976,274.230011
54.332099,10.166036,16.316121,274.01001
54.332102,10.165966,16.316121,273.670013
54.332106,10.165896,16.316121,273.660004
54.332107,10.165826,16.316121,273.5
54.332111,10.165756,16.316121,273.170013
54.332112,10.165686,16.316121,273.480011
54.332116,10.165616,16.316121,273.170013
54.332117,10.165546,16.316121,273.160004
54.332119,10.165476,16.316121,273.200012
54.332122,10.165406,16.2976,273.299988
54.332124,10.165336,16.2976,273.429993
54.332127,10.165266,16.27908,273.589996
54.332129,10.165198,16.26056,273.320007
54.332132,10.165128,16.26056,273.410004
54.332134,10.165058,16.26056,272.950012
54.332006,10.166651,15.779041,275.23999
54.332009,10.166585,15.79756,275.130005
54.332011,10.166515,15.79756,275.609985
54.332012,10.166448,15.81608,275.709991
54.332017,10.16638,15.8346,276.190002
54.332021,10.16631,15.853121,276.359985
54.332024,10.166241,15.871639,276.839996
54.332029,10.166173,15.89016,276.970001
54.332034,10.166103,15.927201,277.459991
54.332037,10.166036,15.927201,277.540009
54.332042,10.165968,15.96424,278.049988
54.332047,10.165901,15.96424,277.880005
54.332052,10.165833,15.98276,278.230011
54.332059,10.165765,15.98276,278.279999
54.332064,10.165696,16.001281,278.339996
54.332069,10.165628,16.001281,278.209991
54.332076,10.16556,16.019799,278.26001
54.332081,10.165491,16.03832,278.269989
54.332086,10.165421,16.05684,278.619995
54.332091,10.165353,16.05684,278.450012
54.332097,10.165285,16.075361,278.170013
54.332102,10.165218,16.093879,278.440002
54.332107,10.16515,16.093879,278.390015
54.332114,10.165083,16.093879,278.609985
54.332119,10.165015,16.093879,278.100006
54.331924,10.166605,15.29752,276.670013
54.331927,10.166541,15.316041,276.160004
54.331932,10.166475,15.33456,275.619995
54.331936,10.166408,15.3716,274.420013
54.331939,10.166343,15.408639,273.640015
54.331941,10.166276,15.44568,273.040009
54.331942,10.16621,15.464201,272.220001
54.331944,10.166143,15.482719,270.850006
54.331944,10.166076,15.50124,270.519989
54.331944,10.16601,15.50124,269.380005
54.331942,10.165945,15.50124,268.380005
54.331939,10.165878,15.482719,267.089996
54.331932,10.165811,15.464201,266.160004
54.331929,10.165743,15.44568,264.920013
54.331924,10.165678,15.42716,263.700012
54.331921,10.165611,15.42716,262.660004
54.331914,10.165546,15.408639,261.209991
54.331907,10.165481,15.408639,260.420013
54.331899,10.165415,15.408639,258.820007
54.331891,10.165351,15.408639,257.519989
54.331882,10.165286,15.408639,256.390015
54.331872,10.165225,15.408639,254.820007
54.331861,10.165161,15.408639,253.619995
54.331849,10.165098,15.408639,252.160004
54.331837,10.165035,15.42716,251.339996
54.332287,10.166608,15.89016,274.320007
54.332291,10.166541,15.90868,274.0
54.332294,10.166475,15.945719,273.480011
54.332296,10.166406,15.945719,272.839996
54.332297,10.166338,15.98276,272.540009
54.332299,10.166268,16.019799,272.079987
54.332299,10.1662,16.05684,271.390015
54.332301,10.166131,16.075361,271.059998
54.332301,10.166063,16.093879,270.829987
54.332301,10.165993,16.093879,270.5
54.332301,10.165925,16.1124,269.920013
54.332301,10.165855,16.1124,268.929993
54.332299,10.165786,16.1124,268.450012
54.332297,10.165718,16.093879,268.079987
54.332296,10.16565,16.1124,267.200012
54.332292,10.165581,16.093879,266.380005
54.332289,10.165513,16.075361,266.170013
54.332286,10.165445,16.075361,266.160004
54.332282,10.165375,16.05684,265.309998
54.332279,10.165306,16.05684,265.059998
54.332276,10.16524,16.05684,264.940002
54.332271,10.165171,16.05684,265.179993
54.332267,10.165103,16.05684,264.299988
54.332264,10.165036,16.075361,264.290009
54.332291,10.166656,16.83468,277.130005
54.332297,10.166586,16.83468,277.380005
54.332304,10.166515,16.853201,277.200012
54.332307,10.166445,16.871719,276.76001
54.332314,10.166371,16.89024,277.0
54.332319,10.166298,16.90876,276.820007
54.332324,10.166225,16.927281,276.660004
54.332329,10.166151,16.96432,276.48999
54.332332,10.16608,16.96432,276.140015
54.332337,10.166006,16.98284,276.299988
54.332342,10.165935,16.96432,276.190002
54.332347,10.165861,16.96432,275.779999
54.332351,10.165788,16.96432,275.529999
54.332354,10.165715,16.945799,275.589996
54.332359,10.165643,16.927281,275.48999
54.332362,10.16557,16.927281,274.690002
54.332366,10.165498,16.90876,274.76001
54.332369,10.165425,16.90876,274.700012
54.332372,10.165353,16.90876,274.100006
54.332376,10.16528,16.90876,273.98999
54.332377,10.165208,16.90876,273.579987
54.332381,10.165135,16.89024,273.660004
54.332382,10.165061,16.89024,273.149994
54.332212,10.16661,16.27908,273.730011
54.332216,10.16654,16.2976,273.98999
54.332217,10.166473,16.2976,274.029999
54.332219,10.166405,16.334639,274.209991
54.332221,10.166336,16.35316,274.279999
54.332224,10.166266,16.408719,274.329987
54.332227,10.166198,16.42724,274.5
54.332231,10.16613,16.44576,274.579987
54.332234,10.166058,16.464281,274.700012
54.332237,10.165988,16.464281,274.73999
54.332241,10.165918,16.464281,274.700012
54.332244,10.165846,16.464281,274.839996
54.332247,10.165776,16.464281,274.869995
54.332251,10.165705,16.464281,274.98999
54.332256,10.165635,16.464281,274.899994
54.332259,10.165565,16.464281,274.75
54.332262,10.165493,16.482799,274.769989
54.332266,10.165423,16.482799,274.700012
54.332271,10.165353,16.50132,274.529999
54.332272,10.165283,16.50132,274.130005
54.332276,10.165211,16.50132,274.179993
