













































































































































































































































































































"['2022-06-25T12:12:52.906285', 28.643816679723628]","['2022-06-25T12:12:53.903436', 28.67714570318545]","['2022-06-25T12:12:54.891113', 29.337608670593042]","['2022-06-25T12:12:55.878201', 29.051849620814146]","['2022-06-25T12:12:56.910085', 29.220333151716464]","['2022-06-25T12:12:57.892426', 29.367158021332596]","['2022-06-25T12:12:58.874966', 29.79062206010997]","['2022-06-25T12:12:59.905313', 29.801447305167457]","['2022-06-25T12:13:00.896509', 30.152651310482632]","['2022-06-25T12:13:01.884514', 30.209236143831166]","['2022-06-25T12:13:02.883833', 30.710963957468554]","['2022-06-25T12:13:03.901064', 30.978709949905333]","['2022-06-25T12:13:04.907424', 31.047154943429007]","['2022-06-25T12:13:05.888889', 31.23251550755362]","['2022-06-25T12:13:06.872765', 31.73078157912257]","['2022-06-25T12:13:07.870123', 32.60419581610956]","['2022-06-25T12:13:08.927876', 32.76105151712309]","['2022-06-25T12:13:09.905835', 33.17056242314331]","['2022-06-25T12:13:10.944362', 33.6819749975941]","['2022-06-25T12:13:11.907612', 34.41197012372125]","['2022-06-25T12:13:12.902921', 34.34058596337387]","['2022-06-25T12:13:13.901077', 35.169550756882444]","['2022-06-25T12:13:14.910966', 35.644638413633444]","['2022-06-25T12:13:15.906465', 37.346666611377344]","['2022-06-25T12:13:16.937270', 36.76887328894651]","['2022-06-25T12:13:17.926545', 37.70800349485623]","['2022-06-25T12:13:18.916311', 39.23162999778987]","['2022-06-25T12:13:19.912661', 40.47220490071719]","['2022-06-25T12:13:20.879620', 41.28516909972139]","['2022-06-25T12:13:21.925427', 42.36197789952328]","['2022-06-25T12:13:22.943099', 44.02577055966759]","['2022-06-25T12:13:23.936691', 45.647784804692606]","['2022-06-25T12:13:24.935509', 45.758579885820005]","['2022-06-25T12:13:25.902973', 46.91750370248135]","['2022-06-25T12:13:26.942244', 50.03285271486391]","['2022-06-25T12:13:27.895217', 50.76053285975203]","['2022-06-25T12:13:28.992310', 52.93285707705]","['2022-06-25T12:13:29.924424', 55.834331770243324]","['2022-06-25T12:13:30.946863', 58.09100780591974]","['2022-06-25T12:13:31.992303', 61.30388844569138]","['2022-06-25T12:13:32.916536', 64.5399558970993]","['2022-06-25T12:13:33.987545', 67.23510870618092]","['2022-06-25T12:13:34.974952', 69.77607073920221]","['2022-06-25T12:13:35.980599', 74.18477295504259]","['2022-06-25T12:13:36.921677', 78.06369270610571]","['2022-06-25T12:13:37.964043', 81.75083211971278]"





































