54.329276,10.178604,0.926,23.74,2022-04-20T05:18:20.346023
54.329242,10.178679,4.87076,115.300003,2022-04-20T05:18:27.381192
54.329232,10.178704,5.63008,114.839996,2022-04-20T05:18:28.783265
54.329224,10.178729,6.09308,112.25,2022-04-20T05:18:29.381324
54.329216,10.178754,6.46348,111.709999,2022-04-20T05:18:30.415974
54.329207,10.178779,6.50052,116.599998,2022-04-20T05:18:31.388156
54.329197,10.178806,7.0376,115.330002,2022-04-20T05:18:32.385461
54.329192,10.178834,7.07464,115.989998,2022-04-20T05:18:33.431868
54.329186,10.178864,7.98212,110.029999,2022-04-20T05:18:34.415658
54.329179,10.178896,7.9636,114.800003,2022-04-20T05:18:35.380023
54.329171,10.178927,8.01916,118.389999,2022-04-20T05:18:36.375268
54.329162,10.178961,8.59328,114.900002,2022-04-20T05:18:37.372078
54.329154,10.178996,8.66736,114.75,2022-04-20T05:18:38.387543
54.329146,10.179032,9.14888,114.919998,2022-04-20T05:18:39.410006
54.329137,10.179071,9.50076,116.309998,2022-04-20T05:18:40.383091
54.329127,10.179109,9.4452,113.410004,2022-04-20T05:18:41.427387
54.329117,10.179147,9.46372,113.349998,2022-04-20T05:18:42.423990
54.329107,10.179186,9.59336,113.559998,2022-04-20T05:18:43.428047
54.329097,10.179222,9.70448,113.43,2022-04-20T05:18:44.426804
54.329087,10.179261,9.723,114.029999,2022-04-20T05:18:45.422253
54.329077,10.179299,9.77856,114.019997,2022-04-20T05:18:46.444357
54.329067,10.179336,9.79708,113.389999,2022-04-20T05:18:47.412313
54.329057,10.179374,9.77856,113.330002,2022-04-20T05:18:48.398515
54.329047,10.179412,9.76004,113.529999,2022-04-20T05:18:49.407873
54.329036,10.179449,9.74152,113.559998,2022-04-20T05:18:50.416002
54.329026,10.179487,9.723,114.099998,2022-04-20T05:18:51.438890
54.329016,10.179524,9.70448,113.489998,2022-04-20T05:18:52.391578
54.329004,10.179561,9.68596,113.940002,2022-04-20T05:18:53.430116
54.328994,10.179597,9.66744,114.150002,2022-04-20T05:18:54.423803
54.328984,10.179634,9.66744,114.139999,2022-04-20T05:18:55.389416
54.328972,10.179669,9.66744,114.419998,2022-04-20T05:18:56.410486
54.328962,10.179707,9.64892,114.739998,2022-04-20T05:18:57.395008
54.328951,10.179742,9.64892,114.629997,2022-04-20T05:18:58.406972
54.328949,10.179787,9.64892,114.519997,2022-04-20T05:18:59.392567
54.328941,10.179829,9.6304,114.760002,2022-04-20T05:19:00.433908
54.328931,10.179866,9.6304,114.769997,2022-04-20T05:19:01.413321
54.328921,10.179902,9.6304,114.860001,2022-04-20T05:19:02.410932
54.328911,10.179941,9.61188,114.739998,2022-04-20T05:19:03.420016
54.328901,10.179977,9.59336,114.690002,2022-04-20T05:19:04.404004
54.328891,10.180016,9.59336,114.080002,2022-04-20T05:19:05.418849
54.328879,10.180054,9.57484,114.080002,2022-04-20T05:19:06.417734
54.328869,10.180092,9.55632,113.760002,2022-04-20T05:19:07.452205
54.328799,10.180354,9.51928,112.699997,2022-04-20T05:19:14.411309
54.328791,10.180391,9.50076,113.389999,2022-04-20T05:19:15.440781
54.328781,10.180427,9.50076,112.669998,2022-04-20T05:19:16.403240
54.328771,10.180464,9.48224,112.940002,2022-04-20T05:19:17.448686
54.328761,10.180499,9.48224,112.75,2022-04-20T05:19:18.410102
54.328751,10.180536,9.46372,112.550003,2022-04-20T05:19:19.415579
54.328741,10.180571,9.46372,112.230003,2022-04-20T05:19:20.414992
54.328731,10.180606,9.4452,112.300003,2022-04-20T05:19:21.423091
54.328722,10.180642,9.4452,112.0,2022-04-20T05:19:22.404834
54.328712,10.180677,9.42668,112.339996,2022-04-20T05:19:23.392248
54.328704,10.180714,9.40816,111.779999,2022-04-20T05:19:24.409885
54.328694,10.180751,9.40816,111.459999,2022-04-20T05:19:25.453132
54.328686,10.180786,9.38964,112.099998,2022-04-20T05:19:26.438464
54.328677,10.180822,9.37112,110.970001,2022-04-20T05:19:27.429643
54.328662,10.180892,9.37112,111.279999,2022-04-20T05:19:28.453618
54.328652,10.180929,9.37112,111.440002,2022-04-20T05:19:29.437188
54.328652,10.180929,9.3526,111.510002,2022-04-20T05:19:30.440152
54.328644,10.180964,9.3526,111.540001,2022-04-20T05:19:31.429249
54.328636,10.181001,9.3526,111.419998,2022-04-20T05:19:32.445714
54.328621,10.181077,9.33408,111.449997,2022-04-20T05:19:33.470990
54.328621,10.181077,9.33408,112.110001,2022-04-20T05:19:34.429113
54.328611,10.181114,9.31556,111.870003,2022-04-20T05:19:35.446777
54.328592,10.181187,9.29704,111.779999,2022-04-20T05:19:36.439400
54.328592,10.181187,9.29704,111.940002,2022-04-20T05:19:37.441045
54.328584,10.181224,9.29704,111.82,2022-04-20T05:19:38.421939
54.328574,10.181261,9.27852,112.129997,2022-04-20T05:19:39.443290
54.328566,10.181296,9.26,111.769997,2022-04-20T05:19:40.481919
54.328546,10.181369,9.24148,112.239998,2022-04-20T05:19:42.129707
54.328537,10.181406,9.22296,111.849998,2022-04-20T05:19:43.190733
54.328529,10.181442,9.22296,112.089996,2022-04-20T05:19:44.706892
54.328529,10.181442,9.20444,112.440002,2022-04-20T05:19:44.930961
54.328521,10.181477,9.18592,111.5,2022-04-20T05:19:45.461831
54.328502,10.181551,9.1674,111.959999,2022-04-20T05:19:46.479904
54.328494,10.181587,9.1674,111.75,2022-04-20T05:19:47.485226
54.328494,10.181587,9.1674,111.870003,2022-04-20T05:19:48.466140
54.328474,10.181661,9.14888,111.900002,2022-04-20T05:19:49.481538
54.328466,10.181697,9.14888,111.220001,2022-04-20T05:19:50.492526
54.328457,10.181736,9.13036,111.230003,2022-04-20T05:19:51.496732
54.328449,10.181772,9.13036,111.629997,2022-04-20T05:19:52.520147
54.328441,10.181809,9.11184,110.980003,2022-04-20T05:19:53.460675
54.328432,10.181846,9.11184,111.169998,2022-04-20T05:19:54.474656
54.328424,10.181882,9.11184,111.660004,2022-04-20T05:19:55.486246
54.328416,10.181921,9.11184,112.489998,2022-04-20T05:19:56.467894
54.328407,10.181957,9.14888,113.830002,2022-04-20T05:19:57.463187
54.328407,10.181957,9.1674,115.209999,2022-04-20T05:19:58.445340
54.328389,10.182034,9.18592,117.75,2022-04-20T05:19:59.462762
54.328381,10.182066,9.1674,119.440002,2022-04-20T05:20:00.469884
54.328371,10.182101,9.13036,121.93,2022-04-20T05:20:01.493251
54.328357,10.182131,9.03776,124.410004,2022-04-20T05:20:02.485185
54.328344,10.182159,8.66736,129.369995,2022-04-20T05:20:03.481371
54.328329,10.182182,8.27844,131.789993,2022-04-20T05:20:04.483836
54.328314,10.182202,8.1488,135.800003,2022-04-20T05:20:05.482769
54.328299,10.182219,7.64876,139.789993,2022-04-20T05:20:06.457196
54.328284,10.182231,7.00056,146.160004,2022-04-20T05:20:07.480225
54.328271,10.182241,6.2968,155.419998,2022-04-20T05:20:08.453409
