"[-0.9999999588909884, -1.0000000346691882, -0.9998267789508017, -0.9997804582153353]","[-1.0000000346691882, -0.999999839105368, -1.000078032291156, -0.9990682303892061]","[-0.9998267789508017, -1.000078032291156, 9.545397557229586, 1.5146990051018534]","[-0.9997804582153353, -0.9990682303892061, 1.5146990051018534, 33.791493383068044]"
"[-0.9999999548183812, -1.0000000712695412, -0.9997720528687492, -1.0001102926882628]","[-1.0000000712695412, -0.999999767584612, -1.0002570917433171, -0.99907082946907]","[-0.9997720528687492, -1.0002570917433171, 8.696269070521828, -0.7266421699111186]","[-1.0001102926882628, -0.99907082946907, -0.7266421699111186, 22.000109475511284]"
"[-0.9999999592897781, -1.0000000620281042, -0.9998299693198781, -1.00006562864194]","[-1.0000000620281042, -0.999999838243932, -1.0002417836445912, -0.9994033086844485]","[-0.9998299693198781, -1.0002417836445912, 3.824194670712373, -1.1272648762326745]","[-1.00006562864194, -0.9994033086844485, -1.1272648762326745, 16.119383080045832]"
"[-0.9999999626624798, -1.000000066758351, -0.9999823556126407, -0.9996789659246327]","[-1.000000066758351, -0.9999998404277761, -1.0000467668250725, -1.0002314610629048]","[-0.9999823556126407, -1.0000467668250725, -0.01309683518876903, -1.699419355617266]","[-0.9996789659246327, -1.0002314610629048, -1.699419355617266, 15.870236737284703]"
"[-0.9999999795522664, -1.0000000524445543, -0.9999951783596774, -0.9995982181681018]","[-1.0000000524445543, -0.9999998390880086, -1.0000009877121336, -1.0010437518172748]","[-0.9999951783596774, -1.0000009877121336, -0.41198369493341946, -1.4239975198187111]","[-0.9995982181681018, -1.0010437518172748, -1.4239975198187111, 17.118091354111602]"
"[-0.9999999841418885, -1.0000000563386957, -0.9999967396703108, -0.9998345908481525]","[-1.0000000563386957, -0.9999997689883697, -0.9999946275476302, -1.0005824870987405]","[-0.9999967396703108, -0.9999946275476302, -0.47168815275630693, -0.8648432067629528]","[-0.9998345908481525, -1.0005824870987405, -0.8648432067629528, 5.077574739351899]"
"[-0.9999999908292597, -1.0000000344431057, -0.9999975177150456, -1.0000057988621585]","[-1.0000000344431057, -0.9999998396007288, -1.0000173631484426, -1.0000215777691241]","[-0.9999975177150456, -1.0000173631484426, -0.550100756320515, -0.5735424117028021]","[-1.0000057988621585, -1.0000215777691241, -0.5735424117028021, 4.922065072318643]"
"[-0.9999999900393965, -1.000000035117943, -1.0000067027715158, -1.0000244458378635]","[-1.000000035117943, -0.9999998390276077, -0.9999963541155361, -0.9999191736401285]","[-1.0000067027715158, -0.9999963541155361, -0.5528342355381517, -0.9926043474544114]","[-1.0000244458378635, -0.9999191736401285, -0.9926043474544114, 4.1188579611389216]"
"[-0.9999999862921399, -1.0000000522770898, -1.0000019991285534, -0.9999700330319212]","[-1.0000000522770898, -0.999999768680696, -1.0000013529838228, -1.0000142577845892]","[-1.0000019991285534, -1.0000013529838228, -0.4974844577409835, -1.2581447597498174]","[-0.9999700330319212, -1.0000142577845892, -1.2581447597498174, 4.518213125141183]"
"[-0.9999999881119866, -1.0000000428324254, -0.9998352725877462, -0.9960122326911858]","[-1.0000000428324254, -0.9999998213383092, -1.0006377103657773, -1.01191033682778]","[-0.9998352725877462, -1.0006377103657773, 8.31560603583976, 169.43699126069478]","[-0.9960122326911858, -1.01191033682778, 169.43699126069478, 8932.251049370274]"
