"[-0.9999999721615956, -1.0000000002192295, -0.9998710203159924, -0.9997285229423358]","[-1.0000000002192295, -0.9999999981332265, -1.000024709580296, -0.999988385376014]","[-0.9998710203159924, -1.000024709580296, 8.607848462198094, 1.45011876847169]","[-0.9997285229423358, -0.999988385376014, 1.45011876847169, 20.752167330261393]"
"[-0.9999999782046921, -1.0000000019865851, -0.9998550603612191, -0.9998834503530462]","[-1.0000000019865851, -0.9999999947119395, -1.0000319071679182, -0.9999980026801588]","[-0.9998550603612191, -1.0000319071679182, 8.277769362634041, 0.031147000399253555]","[-0.9998834503530462, -0.9999980026801588, 0.031147000399253555, 12.825580287967647]"
"[-0.999999984212728, -1.0000000005839127, -0.9999339939287933, -0.9998565342558385]","[-1.0000000005839127, -0.999999995168223, -0.9999699231825517, -0.999973026613512]","[-0.9999339939287933, -0.9999699231825517, 3.2840632638109923, -0.07577561312543346]","[-0.9998565342558385, -0.999973026613512, -0.07577561312543346, 8.607905424953056]"
"[-0.9999999919429887, -1.0000000001987044, -0.9999981637065384, -0.9998035915268648]","[-1.0000000001987044, -0.9999999975378553, -0.9999902148855491, -1.0000135962470638]","[-0.9999981637065384, -0.9999902148855491, -0.274272329328201, -1.1694634098034817]","[-0.9998035915268648, -1.0000135962470638, -1.1694634098034817, 10.22197586670106]"
"[-0.9999999967768717, -1.0000000002732448, -0.9999963007033699, -0.9999349846719967]","[-1.0000000002732448, -0.9999999995172824, -1.0000010480560462, -1.0000106267887885]","[-0.9999963007033699, -1.0000010480560462, -0.537085816548184, -1.0132760202725748]","[-0.9999349846719967, -1.0000106267887885, -1.0132760202725748, 4.513094627288653]"
"[-0.9999999981273393, -1.0000000001259477, -0.9999979762715063, -0.999982377989439]","[-1.0000000001259477, -0.9999999995637469, -1.000000460233548, -1.000001759301937]","[-0.9999979762715063, -1.000000460233548, -0.5684036437163966, -0.955703942502029]","[-0.999982377989439, -1.000001759301937, -0.955703942502029, 1.5102466706348867]"
"[-0.999999998193002, -1.0000000002509464, -0.9999998958779777, -1.000013398027923]","[-1.0000000002509464, -0.9999999987342642, -1.0000023005007888, -0.9999980076573508]","[-0.9999998958779777, -1.0000023005007888, -0.5959542549016162, -0.7567597924421203]","[-1.000013398027923, -0.9999980076573508, -0.7567597924421203, 2.2423668720704915]"
"[-0.9999999977058963, -1.0000000005608747, -1.0000027666112825, -1.0000034693695485]","[-1.0000000005608747, -0.9999999967317901, -0.9999991630705611, -0.9999961960529736]","[-1.0000027666112825, -0.9999991630705611, -0.6045373544015825, -1.0433274242603527]","[-1.0000034693695485, -0.9999961960529736, -1.0433274242603527, 1.7576748960111357]"
"[-0.9999999981595094, -1.000000000073503, -0.9999999430028989, -0.999977909808693]","[-1.000000000073503, -0.9999999990554772, -1.00000149918585, -1.000001416098613]","[-0.9999999430028989, -1.00000149918585, -0.5702765118705726, -1.1986830790126486]","[-0.999977909808693, -1.000001416098613, -1.1986830790126486, 1.8972819281719753]"
"[-0.9999999991439471, -1.0000000015243766, -0.9999899951823208, -0.999612953671608]","[-1.0000000015243766, -0.9999999876027793, -1.0000779359825493, -1.000766948870589]","[-0.9999899951823208, -1.0000779359825493, 0.11181609207544208, 12.302224625524278]","[-0.999612953671608, -1.000766948870589, 12.302224625524278, 795.5725574500887]"
